REDE DE ENSINO,MUNICIPIO,SERIE_ANO,PERIODO,COMPONENTE_CURRICULAR,MEDIA_PROFICIENCIA
Rede Estadual,DRACENA,9º Ano EF,TARDE,MATEMÁTICA,232.5
Rede Estadual,DRACENA,9º Ano EF,GERAL,MATEMÁTICA,254.2
Rede Estadual,DUARTINA,9º Ano EF,MANHÃ,MATEMÁTICA,237.2
Rede Estadual,DUARTINA,9º Ano EF,GERAL,MATEMÁTICA,237.2
Rede Estadual,ECHAPORA,9º Ano EF,MANHÃ,MATEMÁTICA,243.6
Rede Estadual,ECHAPORA,9º Ano EF,GERAL,MATEMÁTICA,243.6
Rede Estadual,ELDORADO,9º Ano EF,MANHÃ,MATEMÁTICA,244.0
Rede Estadual,ELDORADO,9º Ano EF,TARDE,MATEMÁTICA,246.7
Rede Estadual,ELDORADO,9º Ano EF,GERAL,MATEMÁTICA,245.2
Rede Estadual,EMBU DAS ARTES,9º Ano EF,MANHÃ,MATEMÁTICA,242.7
Rede Estadual,EMBU DAS ARTES,9º Ano EF,TARDE,MATEMÁTICA,244.8
Rede Estadual,EMBU DAS ARTES,9º Ano EF,GERAL,MATEMÁTICA,242.9
Rede Estadual,EMBU-GUACU,9º Ano EF,MANHÃ,MATEMÁTICA,242.5
Rede Estadual,EMBU-GUACU,9º Ano EF,TARDE,MATEMÁTICA,240.8
Rede Estadual,EMBU-GUACU,9º Ano EF,GERAL,MATEMÁTICA,242.0
Rede Estadual,ESTRELA DO NORTE,9º Ano EF,TARDE,MATEMÁTICA,239.5
Rede Estadual,ESTRELA DO NORTE,9º Ano EF,GERAL,MATEMÁTICA,239.5
Rede Estadual,ESTRELA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,255.3
Rede Estadual,ESTRELA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,255.3
Rede Estadual,FARTURA,9º Ano EF,MANHÃ,MATEMÁTICA,270.6
Rede Estadual,FARTURA,9º Ano EF,TARDE,MATEMÁTICA,254.8
Rede Estadual,FARTURA,9º Ano EF,GERAL,MATEMÁTICA,267.5
Rede Estadual,FERNANDOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,262.2
Rede Estadual,FERNANDOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,262.2
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,MANHÃ,MATEMÁTICA,244.2
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,TARDE,MATEMÁTICA,235.9
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,GERAL,MATEMÁTICA,243.4
Rede Estadual,FLOREAL,9º Ano EF,MANHÃ,MATEMÁTICA,263.2
Rede Estadual,FLOREAL,9º Ano EF,GERAL,MATEMÁTICA,263.2
Rede Estadual,FLORIDA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,246.4
Rede Estadual,FLORIDA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,246.4
Rede Estadual,FLORINEA,9º Ano EF,MANHÃ,MATEMÁTICA,241.3
Rede Estadual,FLORINEA,9º Ano EF,GERAL,MATEMÁTICA,241.3
Rede Estadual,FRANCA,9º Ano EF,MANHÃ,MATEMÁTICA,256.6
Rede Estadual,FRANCA,9º Ano EF,TARDE,MATEMÁTICA,244.5
Rede Estadual,FRANCA,9º Ano EF,GERAL,MATEMÁTICA,253.7
Rede Estadual,FRANCISCO MORATO,9º Ano EF,MANHÃ,MATEMÁTICA,241.0
Rede Estadual,FRANCISCO MORATO,9º Ano EF,TARDE,MATEMÁTICA,232.6
Rede Estadual,FRANCISCO MORATO,9º Ano EF,GERAL,MATEMÁTICA,240.0
Rede Estadual,FRANCO DA ROCHA,9º Ano EF,MANHÃ,MATEMÁTICA,238.9
Rede Estadual,FRANCO DA ROCHA,9º Ano EF,TARDE,MATEMÁTICA,228.9
Rede Estadual,FRANCO DA ROCHA,9º Ano EF,GERAL,MATEMÁTICA,237.7
Rede Estadual,GABRIEL MONTEIRO,9º Ano EF,MANHÃ,MATEMÁTICA,280.4
Rede Estadual,GABRIEL MONTEIRO,9º Ano EF,GERAL,MATEMÁTICA,280.4
Rede Estadual,GALIA,9º Ano EF,MANHÃ,MATEMÁTICA,232.2
Rede Estadual,GALIA,9º Ano EF,GERAL,MATEMÁTICA,232.2
Rede Estadual,GARCA,9º Ano EF,MANHÃ,MATEMÁTICA,240.9
Rede Estadual,GARCA,9º Ano EF,TARDE,MATEMÁTICA,243.6
Rede Estadual,GARCA,9º Ano EF,GERAL,MATEMÁTICA,241.4
Rede Estadual,GASTAO VIDIGAL,9º Ano EF,MANHÃ,MATEMÁTICA,252.4
Rede Estadual,GASTAO VIDIGAL,9º Ano EF,GERAL,MATEMÁTICA,252.4
Rede Estadual,GENERAL SALGADO,9º Ano EF,MANHÃ,MATEMÁTICA,278.1
Rede Estadual,GENERAL SALGADO,9º Ano EF,GERAL,MATEMÁTICA,278.1
Rede Estadual,GETULINA,9º Ano EF,MANHÃ,MATEMÁTICA,233.8
Rede Estadual,GETULINA,9º Ano EF,GERAL,MATEMÁTICA,233.8
Rede Estadual,GLICERIO,9º Ano EF,MANHÃ,MATEMÁTICA,220.4
Rede Estadual,GLICERIO,9º Ano EF,GERAL,MATEMÁTICA,220.4
Rede Estadual,GUAICARA,9º Ano EF,MANHÃ,MATEMÁTICA,252.1
Rede Estadual,GUAICARA,9º Ano EF,TARDE,MATEMÁTICA,247.0
Rede Estadual,GUAICARA,9º Ano EF,GERAL,MATEMÁTICA,250.5
Rede Estadual,GUAIMBE,9º Ano EF,MANHÃ,MATEMÁTICA,223.2
Rede Estadual,GUAIMBE,9º Ano EF,GERAL,MATEMÁTICA,223.2
Rede Estadual,GUAIRA,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,GUAIRA,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,GUAPIARA,9º Ano EF,MANHÃ,MATEMÁTICA,243.7
Rede Estadual,GUAPIARA,9º Ano EF,TARDE,MATEMÁTICA,240.5
Rede Estadual,GUAPIARA,9º Ano EF,GERAL,MATEMÁTICA,242.8
Rede Estadual,GUARACAI,9º Ano EF,MANHÃ,MATEMÁTICA,247.4
Rede Estadual,GUARACAI,9º Ano EF,TARDE,MATEMÁTICA,244.9
Rede Estadual,GUARACAI,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,GUARANI D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,256.0
Rede Estadual,GUARANI D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,256.0
Rede Estadual,GUARANTA,9º Ano EF,MANHÃ,MATEMÁTICA,232.8
Rede Estadual,GUARANTA,9º Ano EF,GERAL,MATEMÁTICA,232.8
Rede Estadual,GUARARAPES,9º Ano EF,MANHÃ,MATEMÁTICA,251.9
Rede Estadual,GUARARAPES,9º Ano EF,GERAL,MATEMÁTICA,251.9
Rede Estadual,GUARAREMA,9º Ano EF,MANHÃ,MATEMÁTICA,246.8
Rede Estadual,GUARAREMA,9º Ano EF,GERAL,MATEMÁTICA,246.8
Rede Estadual,GUARATINGUETA,9º Ano EF,MANHÃ,MATEMÁTICA,254.1
Rede Estadual,GUARATINGUETA,9º Ano EF,TARDE,MATEMÁTICA,250.4
Rede Estadual,GUARATINGUETA,9º Ano EF,GERAL,MATEMÁTICA,253.8
Rede Estadual,GUAREI,9º Ano EF,MANHÃ,MATEMÁTICA,256.0
Rede Estadual,GUAREI,9º Ano EF,GERAL,MATEMÁTICA,256.0
Rede Estadual,GUARUJA,9º Ano EF,MANHÃ,MATEMÁTICA,240.7
Rede Estadual,GUARUJA,9º Ano EF,TARDE,MATEMÁTICA,238.1
Rede Estadual,GUARUJA,9º Ano EF,GERAL,MATEMÁTICA,239.7
Rede Estadual,GUARULHOS,9º Ano EF,MANHÃ,MATEMÁTICA,240.3
Rede Estadual,GUARULHOS,9º Ano EF,TARDE,MATEMÁTICA,236.4
Rede Estadual,GUARULHOS,9º Ano EF,GERAL,MATEMÁTICA,239.9
Rede Estadual,GUZOLANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,254.6
Rede Estadual,GUZOLANDIA,9º Ano EF,GERAL,MATEMÁTICA,254.6
Rede Estadual,HERCULANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,243.6
Rede Estadual,HERCULANDIA,9º Ano EF,GERAL,MATEMÁTICA,243.6
Rede Estadual,IACRI,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,IACRI,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,IBATE,9º Ano EF,MANHÃ,MATEMÁTICA,254.4
Rede Estadual,IBATE,9º Ano EF,TARDE,MATEMÁTICA,244.2
Rede Estadual,IBATE,9º Ano EF,GERAL,MATEMÁTICA,252.6
Rede Estadual,IBIRAREMA,9º Ano EF,MANHÃ,MATEMÁTICA,249.7
Rede Estadual,IBIRAREMA,9º Ano EF,TARDE,MATEMÁTICA,229.5
Rede Estadual,IBIRAREMA,9º Ano EF,GERAL,MATEMÁTICA,240.1
Rede Estadual,IBITINGA,9º Ano EF,MANHÃ,MATEMÁTICA,250.9
Rede Estadual,IBITINGA,9º Ano EF,TARDE,MATEMÁTICA,255.7
Rede Estadual,IBITINGA,9º Ano EF,GERAL,MATEMÁTICA,253.3
Rede Estadual,IBIUNA,9º Ano EF,MANHÃ,MATEMÁTICA,249.2
Rede Estadual,IBIUNA,9º Ano EF,TARDE,MATEMÁTICA,234.6
Rede Estadual,IBIUNA,9º Ano EF,GERAL,MATEMÁTICA,245.1
Rede Estadual,IEPE,9º Ano EF,MANHÃ,MATEMÁTICA,230.8
Rede Estadual,IEPE,9º Ano EF,TARDE,MATEMÁTICA,255.8
Rede Estadual,IEPE,9º Ano EF,GERAL,MATEMÁTICA,248.2
Rede Estadual,IGARACU DO TIETE,9º Ano EF,MANHÃ,MATEMÁTICA,230.1
Rede Estadual,IGARACU DO TIETE,9º Ano EF,GERAL,MATEMÁTICA,230.1
Rede Estadual,IGARATA,9º Ano EF,TARDE,MATEMÁTICA,243.3
Rede Estadual,IGARATA,9º Ano EF,GERAL,MATEMÁTICA,243.3
Rede Estadual,IGUAPE,9º Ano EF,MANHÃ,MATEMÁTICA,249.6
Rede Estadual,IGUAPE,9º Ano EF,TARDE,MATEMÁTICA,236.3
Rede Estadual,IGUAPE,9º Ano EF,GERAL,MATEMÁTICA,248.5
Rede Estadual,INDAIATUBA,9º Ano EF,MANHÃ,MATEMÁTICA,253.8
Rede Estadual,INDAIATUBA,9º Ano EF,TARDE,MATEMÁTICA,258.5
Rede Estadual,INDAIATUBA,9º Ano EF,GERAL,MATEMÁTICA,253.9
Rede Estadual,INDIANA,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,INDIANA,9º Ano EF,GERAL,MATEMÁTICA,249.9
Rede Estadual,INDIAPORA,9º Ano EF,MANHÃ,MATEMÁTICA,263.3
Rede Estadual,INDIAPORA,9º Ano EF,GERAL,MATEMÁTICA,263.3
Rede Estadual,INUBIA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,268.7
Rede Estadual,INUBIA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,268.7
Rede Estadual,IPEUNA,9º Ano EF,MANHÃ,MATEMÁTICA,261.0
Rede Estadual,IPEUNA,9º Ano EF,GERAL,MATEMÁTICA,261.0
Rede Estadual,IPORANGA,9º Ano EF,MANHÃ,MATEMÁTICA,247.1
Rede Estadual,IPORANGA,9º Ano EF,TARDE,MATEMÁTICA,163.8
Rede Estadual,IPORANGA,9º Ano EF,GERAL,MATEMÁTICA,244.2
Rede Estadual,IRACEMAPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,262.9
Rede Estadual,IRACEMAPOLIS,9º Ano EF,GERAL,MATEMÁTICA,262.9
Rede Estadual,IRAPUA,9º Ano EF,MANHÃ,MATEMÁTICA,292.2
Rede Estadual,IRAPUA,9º Ano EF,GERAL,MATEMÁTICA,292.2
Rede Estadual,IRAPURU,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,IRAPURU,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,ITABERA,9º Ano EF,MANHÃ,MATEMÁTICA,245.4
Rede Estadual,ITABERA,9º Ano EF,TARDE,MATEMÁTICA,248.5
Rede Estadual,ITABERA,9º Ano EF,GERAL,MATEMÁTICA,245.7
Rede Estadual,ITAI,9º Ano EF,MANHÃ,MATEMÁTICA,242.5
Rede Estadual,ITAI,9º Ano EF,GERAL,MATEMÁTICA,242.5
Rede Estadual,ITAJU,9º Ano EF,MANHÃ,MATEMÁTICA,254.0
Rede Estadual,ITAJU,9º Ano EF,GERAL,MATEMÁTICA,254.0
Rede Estadual,ITANHAEM,9º Ano EF,MANHÃ,MATEMÁTICA,236.0
Rede Estadual,ITANHAEM,9º Ano EF,TARDE,MATEMÁTICA,233.0
Rede Estadual,ITANHAEM,9º Ano EF,GERAL,MATEMÁTICA,234.4
Rede Estadual,ITAPECERICA DA SERRA,9º Ano EF,MANHÃ,MATEMÁTICA,248.7
Rede Estadual,ITAPECERICA DA SERRA,9º Ano EF,TARDE,MATEMÁTICA,238.0
Rede Estadual,ITAPECERICA DA SERRA,9º Ano EF,GERAL,MATEMÁTICA,247.8
Rede Estadual,ITAPETININGA,9º Ano EF,MANHÃ,MATEMÁTICA,254.1
Rede Estadual,ITAPETININGA,9º Ano EF,TARDE,MATEMÁTICA,254.4
Rede Estadual,ITAPETININGA,9º Ano EF,GERAL,MATEMÁTICA,254.1
Rede Estadual,ITAPEVA,9º Ano EF,MANHÃ,MATEMÁTICA,247.0
Rede Estadual,ITAPEVA,9º Ano EF,GERAL,MATEMÁTICA,247.0
Rede Estadual,ITAPEVI,9º Ano EF,MANHÃ,MATEMÁTICA,236.4
Rede Estadual,ITAPEVI,9º Ano EF,TARDE,MATEMÁTICA,228.5
Rede Estadual,ITAPEVI,9º Ano EF,GERAL,MATEMÁTICA,236.0
Rede Estadual,ITAPIRA,9º Ano EF,MANHÃ,MATEMÁTICA,250.6
Rede Estadual,ITAPIRA,9º Ano EF,TARDE,MATEMÁTICA,243.6
Rede Estadual,ITAPIRA,9º Ano EF,GERAL,MATEMÁTICA,249.4
Rede Estadual,ITAPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,264.0
Rede Estadual,ITAPOLIS,9º Ano EF,TARDE,MATEMÁTICA,277.4
Rede Estadual,ITAPOLIS,9º Ano EF,GERAL,MATEMÁTICA,265.5
Rede Estadual,ITAPORANGA,9º Ano EF,MANHÃ,MATEMÁTICA,239.5
Rede Estadual,ITAPORANGA,9º Ano EF,TARDE,MATEMÁTICA,224.3
Rede Estadual,ITAPORANGA,9º Ano EF,GERAL,MATEMÁTICA,232.1
Rede Estadual,ITAPUI,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,ITAPUI,9º Ano EF,GERAL,MATEMÁTICA,249.9
Rede Estadual,ITAPURA,9º Ano EF,MANHÃ,MATEMÁTICA,232.2
Rede Estadual,ITAPURA,9º Ano EF,GERAL,MATEMÁTICA,232.2
Rede Estadual,ITAQUAQUECETUBA,9º Ano EF,MANHÃ,MATEMÁTICA,235.5
Rede Estadual,ITAQUAQUECETUBA,9º Ano EF,TARDE,MATEMÁTICA,237.6
Rede Estadual,ITAQUAQUECETUBA,9º Ano EF,GERAL,MATEMÁTICA,235.8
Rede Estadual,ITARARE,9º Ano EF,MANHÃ,MATEMÁTICA,250.6
Rede Estadual,ITARARE,9º Ano EF,TARDE,MATEMÁTICA,253.9
Rede Estadual,ITARARE,9º Ano EF,GERAL,MATEMÁTICA,251.3
Rede Estadual,ITARIRI,9º Ano EF,MANHÃ,MATEMÁTICA,251.4
Rede Estadual,ITARIRI,9º Ano EF,GERAL,MATEMÁTICA,251.4
Rede Estadual,ITATINGA,9º Ano EF,MANHÃ,MATEMÁTICA,260.6
Rede Estadual,ITATINGA,9º Ano EF,GERAL,MATEMÁTICA,260.6
Rede Estadual,ITIRAPINA,9º Ano EF,MANHÃ,MATEMÁTICA,232.7
Rede Estadual,ITIRAPINA,9º Ano EF,TARDE,MATEMÁTICA,262.1
Rede Estadual,ITIRAPINA,9º Ano EF,GERAL,MATEMÁTICA,242.3
Rede Estadual,ITIRAPUA,9º Ano EF,MANHÃ,MATEMÁTICA,239.8
Rede Estadual,ITIRAPUA,9º Ano EF,GERAL,MATEMÁTICA,239.8
Rede Estadual,ITOBI,9º Ano EF,MANHÃ,MATEMÁTICA,248.0
Rede Estadual,ITOBI,9º Ano EF,TARDE,MATEMÁTICA,245.2
Rede Estadual,ITOBI,9º Ano EF,GERAL,MATEMÁTICA,246.2
Rede Estadual,ITU,9º Ano EF,MANHÃ,MATEMÁTICA,245.0
Rede Estadual,ITU,9º Ano EF,TARDE,MATEMÁTICA,243.7
Rede Estadual,ITU,9º Ano EF,GERAL,MATEMÁTICA,244.9
Rede Estadual,ITUPEVA,9º Ano EF,MANHÃ,MATEMÁTICA,243.8
Rede Estadual,ITUPEVA,9º Ano EF,GERAL,MATEMÁTICA,243.8
Rede Estadual,JABOTICABAL,9º Ano EF,MANHÃ,MATEMÁTICA,246.5
Rede Estadual,JABOTICABAL,9º Ano EF,TARDE,MATEMÁTICA,244.7
Rede Estadual,JABOTICABAL,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,JACAREI,9º Ano EF,MANHÃ,MATEMÁTICA,248.4
Rede Estadual,JACAREI,9º Ano EF,TARDE,MATEMÁTICA,243.6
Rede Estadual,JACAREI,9º Ano EF,GERAL,MATEMÁTICA,247.7
Rede Estadual,JACI,9º Ano EF,MANHÃ,MATEMÁTICA,246.6
Rede Estadual,JACI,9º Ano EF,GERAL,MATEMÁTICA,246.6
Rede Estadual,JACUPIRANGA,9º Ano EF,MANHÃ,MATEMÁTICA,265.2
Rede Estadual,JACUPIRANGA,9º Ano EF,TARDE,MATEMÁTICA,253.8
Rede Estadual,JACUPIRANGA,9º Ano EF,GERAL,MATEMÁTICA,257.0
Rede Estadual,JALES,9º Ano EF,MANHÃ,MATEMÁTICA,267.9
Rede Estadual,JALES,9º Ano EF,GERAL,MATEMÁTICA,267.9
Rede Estadual,JANDIRA,9º Ano EF,MANHÃ,MATEMÁTICA,245.6
Rede Estadual,JANDIRA,9º Ano EF,TARDE,MATEMÁTICA,249.2
Rede Estadual,JANDIRA,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,JARINU,9º Ano EF,MANHÃ,MATEMÁTICA,251.3
Rede Estadual,JARINU,9º Ano EF,GERAL,MATEMÁTICA,251.3
Rede Estadual,JAU,9º Ano EF,MANHÃ,MATEMÁTICA,246.2
Rede Estadual,JAU,9º Ano EF,TARDE,MATEMÁTICA,233.6
Rede Estadual,JAU,9º Ano EF,GERAL,MATEMÁTICA,245.4
Rede Estadual,JOAO RAMALHO,9º Ano EF,MANHÃ,MATEMÁTICA,260.2
Rede Estadual,JOAO RAMALHO,9º Ano EF,GERAL,MATEMÁTICA,260.2
Rede Estadual,JOSE BONIFACIO,9º Ano EF,MANHÃ,MATEMÁTICA,255.7
Rede Estadual,JOSE BONIFACIO,9º Ano EF,TARDE,MATEMÁTICA,257.3
Rede Estadual,JOSE BONIFACIO,9º Ano EF,GERAL,MATEMÁTICA,256.1
Rede Estadual,JULIO MESQUITA,9º Ano EF,MANHÃ,MATEMÁTICA,227.5
Rede Estadual,JULIO MESQUITA,9º Ano EF,GERAL,MATEMÁTICA,227.5
Rede Estadual,JUNDIAI,9º Ano EF,MANHÃ,MATEMÁTICA,258.2
Rede Estadual,JUNDIAI,9º Ano EF,TARDE,MATEMÁTICA,244.9
Rede Estadual,JUNDIAI,9º Ano EF,GERAL,MATEMÁTICA,255.9
Rede Estadual,JUNQUEIROPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,263.9
Rede Estadual,JUNQUEIROPOLIS,9º Ano EF,GERAL,MATEMÁTICA,263.9
Rede Estadual,JUQUIA,9º Ano EF,MANHÃ,MATEMÁTICA,245.4
Rede Estadual,JUQUIA,9º Ano EF,TARDE,MATEMÁTICA,241.5
Rede Estadual,JUQUIA,9º Ano EF,GERAL,MATEMÁTICA,244.2
Rede Estadual,JUQUITIBA,9º Ano EF,MANHÃ,MATEMÁTICA,259.7
Rede Estadual,JUQUITIBA,9º Ano EF,GERAL,MATEMÁTICA,259.7
Rede Estadual,LAGOINHA,9º Ano EF,MANHÃ,MATEMÁTICA,257.9
Rede Estadual,LAGOINHA,9º Ano EF,TARDE,MATEMÁTICA,250.9
Rede Estadual,LAGOINHA,9º Ano EF,GERAL,MATEMÁTICA,255.1
Rede Estadual,LARANJAL PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,236.7
Rede Estadual,LARANJAL PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,236.7
Rede Estadual,LAVRINHAS,9º Ano EF,MANHÃ,MATEMÁTICA,258.4
Rede Estadual,LAVRINHAS,9º Ano EF,GERAL,MATEMÁTICA,258.4
Rede Estadual,LEME,9º Ano EF,MANHÃ,MATEMÁTICA,250.0
Rede Estadual,LEME,9º Ano EF,TARDE,MATEMÁTICA,239.2
Rede Estadual,LEME,9º Ano EF,GERAL,MATEMÁTICA,246.7
Rede Estadual,LENCOIS PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,251.4
Rede Estadual,LENCOIS PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,251.4
Rede Estadual,LIMEIRA,9º Ano EF,MANHÃ,MATEMÁTICA,255.0
Rede Estadual,LIMEIRA,9º Ano EF,TARDE,MATEMÁTICA,245.4
Rede Estadual,LIMEIRA,9º Ano EF,GERAL,MATEMÁTICA,254.4
Rede Estadual,LINS,9º Ano EF,MANHÃ,MATEMÁTICA,245.5
Rede Estadual,LINS,9º Ano EF,TARDE,MATEMÁTICA,231.1
Rede Estadual,LINS,9º Ano EF,GERAL,MATEMÁTICA,242.5
Rede Estadual,LORENA,9º Ano EF,MANHÃ,MATEMÁTICA,241.9
Rede Estadual,LORENA,9º Ano EF,GERAL,MATEMÁTICA,241.9
Rede Estadual,LOUVEIRA,9º Ano EF,MANHÃ,MATEMÁTICA,247.4
Rede Estadual,LOUVEIRA,9º Ano EF,GERAL,MATEMÁTICA,247.4
Rede Estadual,LUCELIA,9º Ano EF,MANHÃ,MATEMÁTICA,246.0
Rede Estadual,LUCELIA,9º Ano EF,GERAL,MATEMÁTICA,246.0
Rede Estadual,LUCIANOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,234.1
Rede Estadual,LUCIANOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,234.1
Rede Estadual,LUIZIANIA,9º Ano EF,MANHÃ,MATEMÁTICA,259.4
Rede Estadual,LUIZIANIA,9º Ano EF,GERAL,MATEMÁTICA,259.4
Rede Estadual,LUPERCIO,9º Ano EF,TARDE,MATEMÁTICA,252.3
Rede Estadual,LUPERCIO,9º Ano EF,GERAL,MATEMÁTICA,252.3
Rede Estadual,LUTECIA,9º Ano EF,MANHÃ,MATEMÁTICA,231.9
Rede Estadual,LUTECIA,9º Ano EF,TARDE,MATEMÁTICA,256.7
Rede Estadual,LUTECIA,9º Ano EF,GERAL,MATEMÁTICA,244.0
Rede Estadual,MACATUBA,9º Ano EF,MANHÃ,MATEMÁTICA,247.0
Rede Estadual,MACATUBA,9º Ano EF,GERAL,MATEMÁTICA,247.0
Rede Estadual,MACAUBAL,9º Ano EF,MANHÃ,MATEMÁTICA,270.0
Rede Estadual,MACAUBAL,9º Ano EF,GERAL,MATEMÁTICA,270.0
Rede Estadual,MACEDONIA,9º Ano EF,MANHÃ,MATEMÁTICA,263.1
Rede Estadual,MACEDONIA,9º Ano EF,GERAL,MATEMÁTICA,263.1
Rede Estadual,MAGDA,9º Ano EF,MANHÃ,MATEMÁTICA,274.1
Rede Estadual,MAGDA,9º Ano EF,GERAL,MATEMÁTICA,274.1
Rede Estadual,MAIRIPORA,9º Ano EF,MANHÃ,MATEMÁTICA,244.0
Rede Estadual,MAIRIPORA,9º Ano EF,TARDE,MATEMÁTICA,255.9
Rede Estadual,MAIRIPORA,9º Ano EF,GERAL,MATEMÁTICA,245.7
Rede Estadual,MANDURI,9º Ano EF,MANHÃ,MATEMÁTICA,235.0
Rede Estadual,MANDURI,9º Ano EF,TARDE,MATEMÁTICA,215.7
Rede Estadual,MANDURI,9º Ano EF,GERAL,MATEMÁTICA,229.8
Rede Estadual,MARABA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,MARABA PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,256.4
Rede Estadual,MARABA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,253.5
Rede Estadual,MARACAI,9º Ano EF,MANHÃ,MATEMÁTICA,254.4
Rede Estadual,MARACAI,9º Ano EF,TARDE,MATEMÁTICA,263.2
Rede Estadual,MARACAI,9º Ano EF,GERAL,MATEMÁTICA,255.0
